path,cl_method,steps,T,b,alpha,beta,gamma,AEFR(T),AUKR,AOKR,ACSR,AKG,AOEC,UKR(T),OKR(T),CSR(T),KG(T),OEC(T)
nli_er_lr=4e-5_ep=10_l2w=0_rs=32_rf=3_T=100|b=128|alpha=0.9|beta=0.5|gamma=0.8_result.json,er-32-3-l2w=0.0,7060,100,128,0.9,0.5,0.8,0.9979650719650719,0.8572443181818182,0.830078125,0.7017584959055418,0.6133700284090909,0.7506127418741128,0.8515625,0.74609375,0.6698437500000001,0.611328125,0.71970703125
nli_er_lr=3.5e-5_ep=10_l2w=0_rs=32_rf=3_T=100|b=128|alpha=0.9|beta=0.5|gamma=0.8_result.json,er-32-3-l2w=0.0,6980,100,128,0.9,0.5,0.8,0.9997499999999999,0.86328125,0.849609375,0.7086055267352321,0.6247336647727273,0.7615574541269898,0.85546875,0.83984375,0.672890625,0.65625,0.75611328125
nli_er_lr=3.5e-5_ep=10_l2w=0_rs=32_rf=1_T=100|b=128|alpha=0.9|beta=0.5|gamma=0.8_result.json,er-32-1-l2w=0.0,8930,100,128,0.9,0.5,0.8,0.9917297311726242,0.8828125,0.8888671875,0.7459603186136324,0.6376953125,0.7888338296534081,0.896484375,0.90625,0.719296875,0.6787109375,0.800185546875
nli_er_lr=3e-5_ep=10_l2w=0_rs=32_rf=3_T=100|b=128|alpha=0.9|beta=0.5|gamma=0.8_result.json,er-32-3-l2w=0.0,6560,100,128,0.9,0.5,0.8,0.9994733194733194,0.8785511363636364,0.8529296875,0.7346340418521886,0.6313032670454546,0.7743545331903199,0.88671875,0.83984375,0.6992968749999999,0.6630859375,0.772236328125
nli_mir_lr=3.5e-5_ep=10_l2w=1_rs=32_rf=3_mcs=256_none_T=100|b=128|alpha=0.9|beta=0.5|gamma=0.8_result.json,mir-32/256-3-none-l2w=1.0,6990,100,128,0.9,0.5,0.8,0.9909805261237767,0.8664772727272727,0.840234375,0.7288031737357086,0.6321022727272727,0.7669042735475635,0.861328125,0.783203125,0.675234375,0.6279296875,0.736923828125
nli_mir_lr=3e-5_ep=20_l2w=0_rs=32_rf=1_mcs=256_none_T=100|b=128|alpha=0.9|beta=0.5|gamma=0.8_result.json,mir-32/256-1-none-l2w=0.0,18200,100,128,0.9,0.5,0.8,0.5453723776223777,0.8622159090909091,0.8671875,0.7217877071513898,0.6479936079545454,0.7747961810492111,0.87109375,0.8046875,0.7032812500000001,0.6806640625,0.764931640625
nli_mir_lr=3e-5_ep=20_l2w=1_rs=32_rf=3_mcs=256_none_T=100|b=128|alpha=0.9|beta=0.5|gamma=0.8_result.json,mir-32/256-3-none-l2w=1.0,13800,100,128,0.9,0.5,0.8,0.7351126701820345,0.8654119318181818,0.8423828125,0.720922109002265,0.6311257102272727,0.7649606408869298,0.873046875,0.798828125,0.6790625,0.6708984375,0.755458984375
nli_mir_lr=3e-5_ep=20_l2w=0_rs=32_rf=3_mcs=256_none_T=100|b=128|alpha=0.9|beta=0.5|gamma=0.8_result.json,mir-32/256-3-none-l2w=0.0,13800,100,128,0.9,0.5,0.8,0.7203755471720024,0.8607954545454546,0.8556640625,0.6892709476967757,0.6374289772727273,0.7607898605037393,0.8671875,0.810546875,0.67921875,0.6728515625,0.757451171875
nli_mir_lr=3.5e-5_ep=10_l2w=1_rs=32_rf=1_mcs=256_none_T=100|b=128|alpha=0.9|beta=0.5|gamma=0.8_result.json,mir-32/256-1-none-l2w=1.0,9440,100,128,0.9,0.5,0.8,0.9804452834199057,0.8591974431818182,0.841796875,0.7251428050847979,0.6127485795454546,0.7597214257030177,0.796875,0.720703125,0.6865625,0.5625,0.69166015625
nli_mir_lr=3.5e-5_ep=10_l2w=0_rs=32_rf=1_mcs=256_none_T=100|b=128|alpha=0.9|beta=0.5|gamma=0.8_result.json,mir-32/256-1-none-l2w=0.0,9340,100,128,0.9,0.5,0.8,0.9863315598974484,0.822265625,0.8509765625,0.718973650652097,0.6099076704545454,0.7505308771516607,0.8515625,0.884765625,0.6884375,0.6640625,0.77220703125
nli_mir_lr=4e-5_ep=10_l2w=0_rs=32_rf=3_mcs=256_none_T=100|b=128|alpha=0.9|beta=0.5|gamma=0.8_result.json,mir-32/256-3-none-l2w=0.0,7210,100,128,0.9,0.5,0.8,0.9995102448775611,0.8412642045454546,0.8302734375,0.6855332267965762,0.6085759943181818,0.7414117157900532,0.822265625,0.81640625,0.656796875,0.6259765625,0.730361328125
nli_mir_lr=3.5e-5_ep=10_l2w=0_rs=32_rf=3_mcs=256_none_T=100|b=128|alpha=0.9|beta=0.5|gamma=0.8_result.json,mir-32/256-3-none-l2w=0.0,7030,100,128,0.9,0.5,0.8,0.9985720054837802,0.8314985795454546,0.8345703125,0.7013092228274981,0.6052911931818182,0.7431673270136927,0.73828125,0.8125,0.6721874999999999,0.634765625,0.7144335937499999
nli_mir_lr=3e-5_ep=20_l2w=1_rs=32_rf=1_mcs=256_none_T=100|b=128|alpha=0.9|beta=0.5|gamma=0.8_result.json,mir-32/256-1-none-l2w=1.0,19240,100,128,0.9,0.5,0.8,0.5219094230848264,0.87109375,0.8294921875,0.7124910418379264,0.6313032670454546,0.7610950615958453,0.869140625,0.765625,0.673828125,0.6650390625,0.743408203125
nli_mir_lr=3e-5_ep=20_l2w=0_rs=32_rf=1_mcs=256_largest_afterloss_T=100|b=128|alpha=0.9|beta=0.5|gamma=0.8_result.json,mir-32/256-1-largest_afterloss-l2w=0.0,18860,100,128,0.9,0.5,0.8,0.5155371572871573,0.8101917613636364,0.841796875,0.6794952908690617,0.6220703125,0.7383885599331745,0.853515625,0.80859375,0.685,0.6650390625,0.753037109375
nli_mir_lr=3.5e-5_ep=10_l2w=0_rs=32_rf=3_mcs=256_largest_afterloss_T=100|b=128|alpha=0.9|beta=0.5|gamma=0.8_result.json,mir-32/256-3-largest_afterloss-l2w=0.0,7390,100,128,0.9,0.5,0.8,0.9990581714560727,0.7911931818181818,0.8087890625,0.6697327174986195,0.6135475852272727,0.7208156367610186,0.787109375,0.830078125,0.649609375,0.666015625,0.733203125
nli_mir_lr=4e-5_ep=10_l2w=0_rs=32_rf=3_mcs=256_largest_afterloss_T=100|b=128|alpha=0.9|beta=0.5|gamma=0.8_result.json,mir-32/256-3-largest_afterloss-l2w=0.0,7350,100,128,0.9,0.5,0.8,0.998969440619057,0.8006036931818182,0.812109375,0.6659591304885814,0.5987215909090909,0.7193484473948726,0.80859375,0.822265625,0.6487499999999999,0.646484375,0.7315234374999999
nli_mir_lr=3e-5_ep=20_l2w=0_rs=32_rf=3_mcs=256_largest_afterloss_T=100|b=128|alpha=0.9|beta=0.5|gamma=0.8_result.json,mir-32/256-3-largest_afterloss-l2w=0.0,14040,100,128,0.9,0.5,0.8,0.7135407458451479,0.8512073863636364,0.8515625,0.6826042836825782,0.6310369318181818,0.754102775466099,0.861328125,0.80078125,0.672265625,0.666015625,0.75009765625
nli_mir_lr=3.5e-5_ep=10_l2w=0_rs=32_rf=1_mcs=256_largest_afterloss_T=100|b=128|alpha=0.9|beta=0.5|gamma=0.8_result.json,mir-32/256-1-largest_afterloss-l2w=0.0,9820,100,128,0.9,0.5,0.8,0.9665893733163506,0.771484375,0.8330078125,0.667269466072444,0.6109730113636364,0.72068366623402,0.8046875,0.900390625,0.65953125,0.6982421875,0.765712890625
